ID,timestamp,recordtime,sensorId,locationId,battery,humidity,temperature,,
5960825256804350,1/31/2017 9:12:00,1/31/2017 9:22:06,GH006,iSysLab1,3.97,73.10,35.07,,
4826896848125950,1/31/2017 9:12:00,1/31/2017 9:22:08,GH007,iSysLab1,4.01,57.03,40.23,,
4836910295941120,1/31/2017 9:12:00,1/31/2017 9:21:35,GH008,iSysLab1,4.20,73.63,33.70,,
5474703812591610,1/31/2017 9:12:00,1/31/2017 9:22:11,GH009,iSysLab1,4.16,51.83,40.30,,
5764451433185280,1/31/2017 9:30:00,2/1/2017 9:26:20,GH003,iSysLab1,4.20,53.46,38.78,,
5729137540988920,1/31/2017 9:30:00,2/1/2017 9:22:56,GH004,iSysLab1,4.16,59.61,32.36,,
5728236268945400,1/31/2017 9:30:00,2/1/2017 9:24:55,GH007,iSysLab1,4.00,58.08,39.36,,
5696014753202170,1/31/2017 9:30:00,2/1/2017 9:22:56,GH008,iSysLab1,4.20,75.52,32.78,,
5689608004173820,1/31/2017 10:00:00,2/1/2017 9:22:56,GH005,iSysLab1,4.20,73.37,35.49,,
5189010641125370,1/31/2017 10:00:00,2/1/2017 9:26:35,GH009,iSysLab1,4.16,53.61,38.85,,
5697793540751360,2/1/2017 8:30:00,2/1/2017 9:25:29,GH006,iSysLab1,3.83,66.22,36.42,,
5166187587567610,2/1/2017 9:30:00,2/1/2017 9:29:50,GH003,GH001,4.09,51.28,36.10,,
5633722695024640,2/1/2017 9:30:00,2/1/2017 9:29:33,GH005,iSysLab1,4.06,64.46,34.61,,
5165286315524090,2/1/2017 9:30:00,2/1/2017 9:29:52,GH009,iSysLab1,3.92,45.35,39.42,,
5644534738321400,2/1/2017 10:00:00,2/1/2017 9:57:38,GH003,GH001,4.09,52.61,35.86,,
5705431468998650,2/1/2017 10:00:00,2/1/2017 9:58:46,GH004,iSysLab1,3.91,70.89,30.24,,
5191485481811960,2/1/2017 10:00:00,2/1/2017 9:56:32,GH005,iSysLab1,4.06,67.92,33.66,,
6252557957595130,2/1/2017 10:00:00,2/1/2017 9:58:59,GH006,iSysLab1,3.78,76.48,30.80,,
5127936071958520,2/1/2017 10:00:00,2/1/2017 9:58:52,GH007,iSysLab1,3.88,57.34,36.13,,
5651874166341630,2/1/2017 10:00:00,2/1/2017 9:58:39,GH008,iSysLab1,3.99,75.87,30.30,,
5199323260256250,2/1/2017 10:00:00,2/1/2017 9:57:50,GH009,iSysLab1,3.93,49.08,37.83,,
6325223167098880,2/1/2017 10:30:00,2/1/2017 10:28:41,GH003,GH001,4.09,67.01,29.64,,
5066625950679040,2/1/2017 10:30:00,2/1/2017 10:26:52,GH004,iSysLab1,3.91,50.61,27.59,,
5660082654150650,2/1/2017 10:30:00,2/1/2017 10:22:39,GH005,iSysLab1,4.06,78.94,29.19,,
5142481515577340,2/1/2017 10:30:00,2/1/2017 10:29:25,GH006,iSysLab1,3.78,84.95,28.37,,
6317385388654590,2/1/2017 10:30:00,2/1/2017 10:29:04,GH007,iSysLab1,3.88,73.94,28.88,,
4910010505101310,2/1/2017 10:30:00,2/1/2017 10:29:24,GH008,iSysLab1,3.99,84.95,27.34,,
5133064799780860,2/1/2017 10:30:00,2/1/2017 10:24:54,GH009,iSysLab1,3.93,61.85,32.08,,
5090992373891070,2/1/2017 11:00:00,2/1/2017 10:59:09,GH003,iSysLab1,4.09,74.72,27.88,,
6010612517699580,2/1/2017 11:00:00,2/1/2017 10:59:14,GH004,iSysLab1,3.91,29.38,26.95,,
5144828715204600,2/1/2017 11:00:00,2/1/2017 10:58:07,GH005,iSysLab1,4.06,79.81,27.01,,
6250727496220670,2/1/2017 11:00:00,2/1/2017 10:59:41,GH006,iSysLab1,3.78,87.76,28.04,,
6223032607571960,2/1/2017 11:00:00,2/1/2017 10:59:25,GH007,iSysLab1,3.88,81.36,27.31,,
5082290233278460,2/1/2017 11:00:00,2/1/2017 10:59:47,GH008,iSysLab1,3.99,88.39,26.70,,
4845183074041850,2/1/2017 11:00:00,2/1/2017 10:58:26,GH009,iSysLab1,3.93,72.40,28.75,,
4846461095247870,2/1/2017 11:13:00,2/1/2017 11:13:56,GH004,iSysLab1,3.91,14.78,26.77,,
4887366497992700,2/1/2017 11:30:00,2/1/2017 11:29:37,GH003,iSysLab1,4.09,80.35,26.89,,
6231524160569340,2/1/2017 11:30:00,2/1/2017 11:30:01,GH004,iSysLab1,3.91,99.90,26.40,,
6260743494172670,2/1/2017 11:30:00,2/1/2017 11:29:36,GH005,iSysLab1,4.06,74.45,26.10,,
5971082980884480,2/1/2017 11:30:00,2/1/2017 11:29:54,GH006,iSysLab1,3.78,90.77,27.72,,
5935417304023040,2/1/2017 11:30:00,2/1/2017 11:29:47,GH007,iSysLab1,3.88,87.33,26.38,,
5926715163410430,2/1/2017 11:30:00,2/1/2017 11:29:58,GH008,iSysLab1,3.99,91.85,26.32,,
4843352612667390,2/1/2017 11:30:00,2/1/2017 11:29:36,GH009,iSysLab1,3.93,80.71,26.97,,
5950049183858680,2/1/2017 12:00:00,2/1/2017 11:59:48,GH003,iSysLab1,4.09,84.32,26.62,,
5977489729912830,2/1/2017 12:00:00,2/1/2017 11:59:49,GH005,iSysLab1,4.06,68.35,25.87,,
5387099230437370,2/1/2017 12:00:00,2/1/2017 11:59:57,GH006,iSysLab1,3.78,92.72,27.71,,
4893554740559870,2/1/2017 12:00:00,2/1/2017 11:59:52,GH007,iSysLab1,3.88,90.55,26.18,,
5911050880811000,2/1/2017 12:00:00,2/1/2017 11:59:58,GH008,iSysLab1,3.98,93.53,26.29,,
5482976456474620,2/1/2017 12:00:00,2/1/2017 11:59:48,GH009,iSysLab1,3.93,84.84,26.54,,
5986906445709310,2/1/2017 12:30:00,2/1/2017 12:30:02,GH003,iSysLab1,4.09,86.70,26.77,,
6033435571257340,2/1/2017 12:30:00,2/1/2017 12:29:59,GH005,iSysLab1,4.06,63.48,26.03,,
6478147625156600,2/1/2017 12:30:00,2/1/2017 12:30:00,GH006,iSysLab1,3.78,93.96,27.97,,
5348100927389690,2/1/2017 12:30:00,2/1/2017 12:30:01,GH007,iSysLab1,3.88,92.31,26.39,,
5474522752876540,2/1/2017 12:30:00,2/1/2017 12:30:04,GH008,iSysLab1,3.98,94.95,26.46,,
6534032934305790,2/1/2017 12:30:00,2/1/2017 12:30:00,GH009,iSysLab1,3.93,86.90,26.69,,
6556323009265660,2/1/2017 13:00:00,2/1/2017 12:59:59,GH003,iSysLab1,4.09,89.04,26.56,,
5155582105354240,2/1/2017 13:00:00,2/1/2017 12:59:59,GH005,iSysLab1,4.05,59.81,25.85,,
4752817252204540,2/1/2017 13:00:00,2/1/2017 13:00:02,GH006,iSysLab1,3.78,95.49,27.79,,
4722616250138620,2/1/2017 13:00:00,2/1/2017 13:00:01,GH007,iSysLab1,3.87,94.49,26.19,,
6489665116831740,2/1/2017 13:00:00,2/1/2017 13:00:02,GH008,iSysLab1,3.98,96.61,26.31,,
6582404600823800,2/1/2017 13:00:00,2/1/2017 12:59:59,GH009,iSysLab1,3.93,89.63,26.36,,
4702615124312060,2/1/2017 13:30:00,2/1/2017 13:29:54,GH003,iSysLab1,4.09,90.86,26.36,,
5770313392455680,2/1/2017 13:30:00,2/1/2017 13:29:55,GH005,iSysLab1,4.05,57.84,25.69,,
5774460183379960,2/1/2017 13:30:00,2/1/2017 13:30:01,GH006,iSysLab1,3.78,96.79,27.60,,
6000007035486200,2/1/2017 13:30:00,2/1/2017 13:29:59,GH007,iSysLab1,3.87,96.73,25.89,,
5332222970167290,2/1/2017 13:30:00,2/1/2017 13:30:00,GH008,iSysLab1,3.98,97.66,26.06,,
4779289014697980,2/1/2017 13:30:00,2/1/2017 13:29:53,GH009,iSysLab1,3.93,91.90,26.06,,
5792611654696960,2/1/2017 14:00:00,2/1/2017 13:59:48,GH003,iSysLab1,4.09,91.75,26.21,,
6393295445950460,2/1/2017 14:00:00,2/1/2017 13:59:59,GH005,iSysLab1,4.05,57.64,25.49,,
4598411164647420,2/1/2017 14:00:00,2/1/2017 13:59:58,GH006,iSysLab1,3.78,97.81,27.39,,
6129991133691900,2/1/2017 14:00:00,2/1/2017 14:00:00,GH007,iSysLab1,3.87,98.36,25.69,,
6066747203387390,2/1/2017 14:00:00,2/1/2017 13:59:55,GH008,iSysLab1,3.98,98.92,25.84,,
5340060748611580,2/1/2017 14:00:00,2/1/2017 13:59:58,GH009,iSysLab1,3.92,93.67,25.78,,
6348927628476410,2/1/2017 14:30:00,2/1/2017 14:29:53,GH003,iSysLab1,4.09,92.85,25.97,,
5991636815314940,2/1/2017 14:30:00,2/1/2017 14:30:00,GH005,iSysLab1,4.05,58.76,25.31,,
6287261024911360,2/1/2017 14:30:00,2/1/2017 14:29:55,GH006,iSysLab1,3.78,97.90,27.20,,
4985920562397180,2/1/2017 14:30:00,2/1/2017 14:29:59,GH007,iSysLab1,3.87,98.50,25.52,,
6455648036323320,2/1/2017 14:30:00,2/1/2017 14:29:55,GH008,iSysLab1,3.98,99.82,25.63,,
5265565077733370,2/1/2017 14:30:00,2/1/2017 14:29:59,GH009,iSysLab1,3.92,94.66,25.58,,
4879886141358080,2/1/2017 15:00:00,2/1/2017 15:00:00,GH003,iSysLab1,4.09,93.68,25.80,,
6127643934064640,2/1/2017 15:00:00,2/1/2017 14:59:59,GH005,iSysLab1,4.05,60.12,25.17,,
4570707149193210,2/1/2017 15:00:00,2/1/2017 15:00:01,GH006,iSysLab1,3.77,97.90,27.01,,
5611223106191360,2/1/2017 15:00:00,2/1/2017 15:00:03,GH007,iSysLab1,3.87,98.50,25.36,,
6337410136801280,2/1/2017 15:00:00,2/1/2017 15:00:00,GH008,iSysLab1,3.98,99.90,25.48,,
6468138874961920,2/1/2017 15:00:00,2/1/2017 14:59:59,GH009,iSysLab1,3.92,95.51,25.42,,
5411421227581440,2/1/2017 15:30:00,2/1/2017 15:29:59,GH003,iSysLab1,4.09,94.07,25.65,,
5060763991408640,2/1/2017 15:30:00,2/1/2017 15:29:59,GH005,iSysLab1,4.05,61.01,24.99,,
5850899326959610,2/1/2017 15:30:00,2/1/2017 15:30:01,GH006,iSysLab1,3.77,97.90,26.84,,
6090786672214010,2/1/2017 15:30:00,2/1/2017 15:29:59,GH007,iSysLab1,3.87,98.50,25.22,,
5488838415745020,2/1/2017 15:30:00,2/1/2017 15:30:00,GH008,iSysLab1,3.98,99.90,25.31,,
5640086225944570,2/1/2017 15:30:00,2/1/2017 15:40:03,GH009,iSysLab1,3.92,96.02,25.20,,
6160192135757820,2/1/2017 16:00:00,2/1/2017 16:00:01,GH003,iSysLab1,4.09,94.69,25.43,,
6151350006054910,2/1/2017 16:00:00,2/1/2017 16:00:02,GH005,iSysLab1,4.05,62.43,24.82,,
6517019226669050,2/1/2017 16:00:00,2/1/2017 15:59:59,GH006,iSysLab1,3.77,97.90,26.64,,
6674770422661120,2/1/2017 16:00:00,2/1/2017 15:59:59,GH007,iSysLab1,3.87,98.50,25.05,,
4574044741435390,2/1/2017 16:00:00,2/1/2017 16:00:00,GH008,iSysLab1,3.97,99.90,25.19,,
5025450099212280,2/1/2017 16:00:00,2/1/2017 15:59:02,GH009,iSysLab1,3.92,96.64,24.99,,
6277853435920380,2/1/2017 16:30:00,2/1/2017 16:30:00,GH003,iSysLab1,4.09,95.03,25.40,,
4634076841508860,2/1/2017 16:30:00,2/1/2017 16:30:01,GH005,iSysLab1,4.05,63.78,24.78,,
5014844616998910,2/1/2017 16:30:00,2/1/2017 16:29:59,GH006,iSysLab1,3.77,97.90,26.63,,
5101049710903290,2/1/2017 16:30:00,2/1/2017 16:30:03,GH007,iSysLab1,3.86,98.50,25.25,,
5921561202655230,2/1/2017 16:30:00,2/1/2017 16:30:01,GH008,iSysLab1,3.97,99.90,25.39,,
4687431878049790,2/1/2017 16:30:00,2/1/2017 16:29:58,GH009,iSysLab1,3.92,96.80,24.98,,
5152658977456120,2/1/2017 17:00:00,2/1/2017 17:00:00,GH003,iSysLab1,4.08,95.23,25.34,,
5448976421617660,2/1/2017 17:00:00,2/1/2017 17:00:01,GH005,iSysLab1,4.05,65.45,24.68,,
4640483590537210,2/1/2017 17:00:00,2/1/2017 17:00:00,GH006,iSysLab1,3.77,97.90,26.61,,
6574876328460280,2/1/2017 17:00:00,2/1/2017 17:00:03,GH007,iSysLab1,3.86,98.50,25.17,,
6427998513266680,2/1/2017 17:00:00,2/1/2017 17:00:03,GH008,iSysLab1,3.97,99.90,25.37,,
5813331784892410,2/1/2017 17:00:00,2/1/2017 17:00:00,GH009,iSysLab1,3.92,96.95,24.91,,
5997083907588090,2/1/2017 17:30:00,2/1/2017 17:30:01,GH003,iSysLab1,4.08,95.53,25.26,,
5486687308218360,2/1/2017 17:30:00,2/1/2017 17:30:01,GH005,iSysLab1,4.05,66.17,24.60,,
5457467974615040,2/1/2017 17:30:00,2/1/2017 17:30:03,GH006,iSysLab1,3.77,97.90,26.54,,
6508424594456570,2/1/2017 17:30:00,2/1/2017 17:30:04,GH007,iSysLab1,3.86,98.50,25.05,,
5270683739226110,2/1/2017 17:30:00,2/1/2017 17:30:01,GH008,iSysLab1,3.98,99.90,25.23,,
6020417928036350,2/1/2017 17:30:00,2/1/2017 17:29:59,GH009,iSysLab1,3.92,97.04,24.86,,
5308238933262330,2/1/2017 18:00:00,2/1/2017 18:00:01,GH003,iSysLab1,4.08,95.80,25.13,,
6277090810789880,2/1/2017 18:00:00,2/1/2017 17:59:59,GH005,iSysLab1,4.05,67.71,24.50,,
6514672027041790,2/1/2017 18:00:00,2/1/2017 18:00:00,GH006,iSysLab1,3.77,97.90,26.46,,
6146523536556030,2/1/2017 18:00:00,2/1/2017 17:59:56,GH007,iSysLab1,3.86,98.50,24.92,,
4805593810337790,2/1/2017 18:00:00,2/1/2017 17:59:59,GH008,iSysLab1,3.98,99.90,25.08,,
5353254888144890,2/1/2017 18:00:00,2/1/2017 17:59:57,GH009,iSysLab1,3.92,97.19,24.74,,
5569424350248960,2/1/2017 18:30:00,2/1/2017 18:29:59,GH003,iSysLab1,4.08,96.27,24.84,,
5908899773284350,2/1/2017 18:30:00,2/1/2017 18:29:58,GH005,iSysLab1,4.05,68.99,24.25,,
6442630393102330,2/1/2017 18:30:00,2/1/2017 18:30:00,GH006,iSysLab1,3.77,97.90,26.22,,
4651745665875960,2/1/2017 18:30:00,2/1/2017 18:30:00,GH007,iSysLab1,3.86,98.50,24.63,,
5996378459209720,2/1/2017 18:30:00,2/1/2017 18:29:55,GH008,iSysLab1,3.98,99.90,24.83,,
5316730486259710,2/1/2017 18:30:00,2/1/2017 18:29:55,GH009,iSysLab1,3.92,97.52,24.48,,
6559328412631040,2/1/2017 19:00:00,2/1/2017 18:59:54,GH003,iSysLab1,4.08,96.35,24.72,,
5689126699401210,2/1/2017 19:00:00,2/1/2017 19:00:00,GH005,iSysLab1,4.05,70.34,24.05,,
6678058622779390,2/1/2017 19:00:00,2/1/2017 19:00:01,GH006,iSysLab1,3.77,97.90,26.03,,
6256903122321400,2/1/2017 19:00:00,2/1/2017 19:00:00,GH007,iSysLab1,3.86,98.50,24.43,,
6610808427511800,2/1/2017 19:00:00,2/1/2017 18:59:48,GH008,iSysLab1,3.98,99.90,24.66,,
4678837245837310,2/1/2017 19:00:00,2/1/2017 19:00:00,GH009,iSysLab1,3.92,97.55,24.29,,
6059120549429240,2/1/2017 19:30:00,2/1/2017 19:29:55,GH003,iSysLab1,4.08,96.29,24.63,,
6548516369334270,2/1/2017 19:30:00,2/1/2017 19:30:00,GH005,iSysLab1,4.05,70.52,23.94,,
5589713909972990,2/1/2017 19:30:00,2/1/2017 19:29:59,GH006,iSysLab1,3.77,97.90,25.93,,
5360173543587840,2/1/2017 19:30:00,2/1/2017 19:30:00,GH007,iSysLab1,3.86,98.50,24.28,,
5292691017433080,2/1/2017 19:30:00,2/1/2017 19:29:55,GH008,iSysLab1,3.98,99.90,24.54,,
6353706182246400,2/1/2017 19:30:00,2/1/2017 19:30:01,GH009,iSysLab1,3.92,97.62,24.18,,
6486073450430460,2/1/2017 20:00:00,2/1/2017 20:00:00,GH003,iSysLab1,4.08,96.09,24.61,,
5412478192189440,2/1/2017 20:00:00,2/1/2017 20:00:00,GH005,iSysLab1,4.05,69.74,23.90,,
4569367119396860,2/1/2017 20:00:00,2/1/2017 19:59:59,GH006,iSysLab1,3.77,97.90,25.85,,
5907120985735160,2/1/2017 20:00:00,2/1/2017 20:00:00,GH007,iSysLab1,3.86,98.50,24.25,,
6538378099032060,2/1/2017 20:00:00,2/1/2017 20:00:02,GH008,iSysLab1,3.98,99.90,24.47,,
5018555468742650,2/1/2017 20:00:00,2/1/2017 20:00:01,GH009,iSysLab1,3.91,97.44,24.18,,
4703964280913920,2/1/2017 20:30:00,2/1/2017 20:30:02,GH003,iSysLab1,4.08,96.25,24.50,,
6533551629533180,2/1/2017 20:30:00,2/1/2017 20:30:00,GH005,iSysLab1,4.05,69.57,23.84,,
5523262175969280,2/1/2017 20:30:00,2/1/2017 20:30:00,GH006,iSysLab1,3.77,97.90,25.75,,
4655723476680700,2/1/2017 20:30:00,2/1/2017 20:30:00,GH007,iSysLab1,3.86,98.50,24.50,,
5650982021103610,2/1/2017 20:30:00,2/1/2017 20:29:59,GH008,iSysLab1,3.98,99.90,24.66,,
6305912994136060,2/1/2017 20:30:00,2/1/2017 20:30:01,GH009,iSysLab1,3.91,97.37,24.07,,
5204025846792190,2/1/2017 21:00:00,2/1/2017 21:00:01,GH003,iSysLab1,4.08,96.33,24.38,,
4561158631587840,2/1/2017 21:00:00,2/1/2017 21:00:05,GH005,iSysLab1,4.04,69.64,23.77,,
5535976218689530,2/1/2017 21:00:00,2/1/2017 21:00:00,GH006,iSysLab1,3.77,97.90,25.66,,
6707405329006590,2/1/2017 21:00:00,2/1/2017 21:00:00,GH007,iSysLab1,3.86,98.50,24.33,,
6685107066765310,2/1/2017 21:00:00,2/1/2017 20:59:58,GH008,iSysLab1,3.98,99.90,24.54,,
6137821395943420,2/1/2017 21:00:00,2/1/2017 20:59:59,GH009,iSysLab1,3.91,97.36,23.98,,
6116165633966080,2/1/2017 21:30:00,2/1/2017 21:29:58,GH003,iSysLab1,4.07,96.54,24.11,,
5664760276189180,2/1/2017 21:30:00,2/1/2017 21:30:01,GH005,iSysLab1,4.04,70.51,23.49,,
5057567327780860,2/1/2017 21:30:00,2/1/2017 21:29:58,GH006,iSysLab1,3.77,97.90,25.42,,
5529509608554490,2/1/2017 21:30:00,2/1/2017 21:29:59,GH007,iSysLab1,3.86,98.50,23.98,,
6753324703416320,2/1/2017 21:30:00,2/1/2017 21:29:59,GH008,iSysLab1,3.98,99.90,24.23,,
4584555063279610,2/1/2017 21:30:00,2/1/2017 21:29:59,GH009,iSysLab1,3.91,97.51,23.68,,
5747082451222520,2/1/2017 22:00:00,2/1/2017 21:59:53,GH003,iSysLab1,4.07,96.49,23.95,,
5741004535627770,2/1/2017 22:00:00,2/1/2017 21:59:59,GH005,iSysLab1,4.04,70.57,23.32,,
4875962554515450,2/1/2017 22:00:00,2/1/2017 21:59:54,GH006,iSysLab1,3.77,97.90,25.22,,
6679115587387390,2/1/2017 22:00:00,2/1/2017 21:59:58,GH007,iSysLab1,3.86,98.50,23.74,,
5646874153320440,2/1/2017 22:00:00,2/1/2017 21:59:55,GH008,iSysLab1,3.98,99.90,24.00,,
5573403369013240,2/1/2017 22:00:00,2/1/2017 21:59:54,GH009,iSysLab1,3.91,97.46,23.51,,
4836737289289720,2/1/2017 22:30:00,2/1/2017 22:29:47,GH003,iSysLab1,4.07,96.44,23.78,,
6180358752043000,2/1/2017 22:30:00,2/1/2017 22:29:59,GH005,iSysLab1,4.04,70.42,23.11,,
5744505470844920,2/1/2017 22:30:00,2/1/2017 22:29:47,GH006,iSysLab1,3.77,97.90,25.01,,
6556442194608120,2/1/2017 22:30:00,2/1/2017 22:29:54,GH007,iSysLab1,3.86,98.50,23.79,,
5452893431791610,2/1/2017 22:30:00,2/1/2017 22:29:49,GH008,iSysLab1,3.97,99.90,24.01,,
6318985666625530,2/1/2017 22:30:00,2/1/2017 22:29:47,GH009,iSysLab1,3.91,97.40,23.31,,
5637164708659200,2/1/2017 23:00:00,2/1/2017 22:59:55,GH003,iSysLab1,4.07,95.81,23.95,,
5157289489072120,2/1/2017 23:00:00,2/1/2017 22:59:56,GH005,iSysLab1,4.04,68.63,23.29,,
5720239442493440,2/1/2017 23:00:00,2/1/2017 22:59:40,GH006,iSysLab1,3.77,97.90,25.09,,
6037510689914880,2/1/2017 23:00:00,2/1/2017 23:00:02,GH007,iSysLab1,3.86,98.50,23.99,,
4879657434349560,2/1/2017 23:00:00,2/1/2017 22:59:45,GH008,iSysLab1,3.97,99.85,24.14,,
5660915743588350,2/1/2017 23:00:00,2/1/2017 22:59:53,GH009,iSysLab1,3.91,96.96,23.52,,
5163799048880120,2/1/2017 23:30:00,2/1/2017 23:30:03,GH003,iSysLab1,4.07,95.33,24.29,,
6556513866874880,2/1/2017 23:30:00,2/1/2017 23:30:04,GH005,iSysLab1,4.04,66.67,23.64,,
5118325814198270,2/1/2017 23:30:00,2/1/2017 23:29:55,GH006,iSysLab1,3.77,97.90,25.38,,
5385061268455420,2/1/2017 23:30:00,2/1/2017 23:30:05,GH007,iSysLab1,3.86,98.50,24.25,,
5459529558917120,2/1/2017 23:30:00,2/1/2017 23:29:58,GH008,iSysLab1,3.97,99.89,24.33,,
6038886287409150,2/1/2017 23:30:00,2/1/2017 23:30:04,GH009,iSysLab1,3.91,96.26,23.90,,
6585429465759740,2/2/2017 0:00:00,2/2/2017 0:00:06,GH003,iSysLab1,4.07,95.62,24.19,,
6241003690262520,2/2/2017 0:00:00,2/2/2017 0:00:00,GH005,iSysLab1,4.04,67.47,23.56,,
5896773201559550,2/2/2017 0:00:00,2/1/2017 23:59:49,GH006,iSysLab1,3.77,97.90,25.29,,
4661711734833150,2/2/2017 0:00:00,2/2/2017 0:00:01,GH007,iSysLab1,3.86,98.50,24.16,,
5363097745227770,2/2/2017 0:00:00,2/1/2017 23:59:55,GH008,iSysLab1,3.97,99.90,24.23,,
4833628806709240,2/2/2017 0:00:00,2/2/2017 0:00:02,GH009,iSysLab1,3.91,96.47,23.78,,
6493551525363710,2/2/2017 0:30:00,2/2/2017 0:30:10,GH003,iSysLab1,4.07,92.25,25.81,,
6202301203087360,2/2/2017 0:30:00,2/2/2017 0:30:10,GH005,iSysLab1,4.04,63.33,24.99,,
6488997652070400,2/2/2017 0:30:00,2/2/2017 0:30:06,GH006,iSysLab1,3.77,97.54,26.19,,
6248137094070270,2/2/2017 0:30:00,2/2/2017 0:30:09,GH007,iSysLab1,3.85,96.42,25.58,,
5409345953071100,2/2/2017 0:30:00,2/2/2017 0:30:06,GH008,iSysLab1,3.97,98.80,24.98,,
5388245584052220,2/2/2017 0:30:00,2/2/2017 0:30:16,GH009,iSysLab1,3.91,91.73,25.45,,
4840762210516990,2/2/2017 1:00:00,2/2/2017 1:00:36,GH003,iSysLab1,4.06,80.79,29.72,,
6412519719567360,2/2/2017 1:00:00,2/2/2017 1:00:34,GH005,iSysLab1,4.04,70.43,28.46,,
5460583973388280,2/2/2017 1:00:00,2/2/2017 1:00:24,GH006,iSysLab1,3.76,93.99,28.40,,
